"index";"Company";"TypeName";"Inches";"pixle_width";"pixle_height";"touchscreen";"cpu_speed";"cpu_brand";"cpu_";"Ram";"memmory_type";"primary_storage";"secondary_storage";"gpu_";"Gpu_brand";"OpSys";"Weight";"Price"
179;"HP";"2 in 1 Convertible";13.0;3840;2160;1;1.6;"Intel";"Core i5";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.3;79867
180;"Dell";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";16;"Hybrid";256;2048;" Radeon 530";"AMD";"linux";2.0;55891
181;"Dell";"Ultrabook";13.0;1920;1080;0;1.6;"Intel";"Core i5";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.2;74539
182;"Lenovo";"2 in 1 Convertible";14.0;3840;2160;1;1.8;"Intel";"Core i7";16;"SSD";512;0;" UHD Graphics 620";"Intel";"window";1.4;98515
183;"Toshiba";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";8;"SSD";128;0;" HD Graphics 620";"Intel";"window";2.0;42251
184;"Xiaomi";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";8;"SSD";256;0;" GeForce MX150";"Nvidia";"N/A";2.0;63883
185;"Dell";"Notebook";17.0;1920;1080;1;1.8;"Intel";"Core i7";16;"SSD";512;0;" GeForce 150MX";"Nvidia";"window";2.8;82531
186;"Dell";"Notebook";16.0;3840;2160;1;2.8;"Intel";"Core i7";16;"SSD";512;0;" GeForce GTX 1050";"Nvidia";"window";2.1;127712
187;"Lenovo";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce GTX 1050";"Nvidia";"N/A";2.4;41505
188;"Acer";"Ultrabook";13.0;1920;1080;0;1.2;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 615";"Intel";"window";1.1;52694
189;"Dell";"Notebook";17.0;1920;1080;0;1.8;"Intel";"Core i7";8;"Hybrid";128;1024;" Radeon 530";"AMD";"window";2.8;57809
191;"Vero";"Notebook";14.0;1920;1080;0;1.1;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.3;13853
192;"Xiaomi";"Ultrabook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce MX150";"Nvidia";"N/A";1.3;53275
193;"Lenovo";"Notebook";17.0;1600;900;0;1.6;"Intel";"Core i5";8;"SSD";256;0;" GeForce MX150";"Nvidia";"N/A";2.8;37189
194;"Dell";"2 in 1 Convertible";13.0;1920;1080;1;1.8;"Intel";"Core i7";8;"HDD";1024;0;" UHD Graphics 620";"Intel";"window";1.6;44702
195;"HP";"Notebook";17.0;1920;1080;0;1.6;"Intel";"Core i5";8;"HDD";1024;0;" GeForce 930MX";"Nvidia";"window";2.5;48698
196;"Razer";"Gaming";17.0;3840;2160;1;2.9;"Intel";"Core i7";32;"SSD";1024;0;" GeForce GTX 1080";"Nvidia";"window";3.5;324955
197;"HP";"Notebook";13.0;1920;1080;0;1.6;"Intel";"Core i5";8;"SSD";512;0;" UHD Graphics 620";"Intel";"window";1.5;51096
198;"HP";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1050";"Nvidia";"window";3.4;73473
199;"HP";"Notebook";17.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";256;0;" GeForce 930MX ";"Nvidia";"window";2.5;55678
200;"Dell";"Gaming";16.0;3840;2160;0;2.8;"Intel";"Core i7";16;"Hybrid";512;1024;" GeForce GTX 1060";"Nvidia";"window";2.7;98302
201;"Lenovo";"Notebook";16.0;1366;768;0;2.3;"Intel";"Core i5";4;"SSD";128;0;" HD Graphics 520";"Intel";"window";2.1;26267
202;"Acer";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"HDD";1024;0;" GeForce 940MX";"Nvidia";"window";2.2;39534
203;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";512;1024;" GeForce GTX 1060";"Nvidia";"window";3.2;93187
204;"Dell";"Workstation";16.0;3840;2160;0;3.0;"Intel";"Xeon E3-1505M";16;"Hybrid";256;1024;" Quadro M1200";"Nvidia";"window";2.8;162770
205;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"SSD";512;0;" GeForce GTX 1060";"Nvidia";"N/A";2.4;74485
206;"Dell";"Notebook";16.0;1366;768;1;2.4;"Intel";"Core i3";6;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.3;23390
207;"Dell";"Ultrabook";13.0;3840;2160;1;1.8;"Intel";"Core i7";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.2;103843
208;"Dell";"Ultrabook";13.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";0.0;77203
210;"Acer";"Notebook";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"HDD";1024;0;" GeForce GTX 1050";"Nvidia";"linux";2.4;41505
211;"Asus";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1050";"Nvidia";"window";2.9;74965
212;"HP";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"N/A";2.1;18595
213;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"N/A";2.2;29251
214;"Huawei";"Ultrabook";13.0;2160;1440;0;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.1;79867
215;"Dell";"Ultrabook";13.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";256;0;" Radeon 530";"AMD";"window";1.4;49651
216;"Lenovo";"Notebook";17.0;1600;900;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" GeForce GTX 940MX";"Nvidia";"N/A";2.8;31382
217;"HP";"Notebook";14.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";256;0;" GeForce 930MX";"Nvidia";"window";1.6;54932
218;"Dell";"Ultrabook";14.0;1920;1080;0;1.6;"Intel";"Core i5";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.6;61219
219;"Dell";"2 in 1 Convertible";13.0;1920;1080;1;1.8;"Intel";"Core i7";16;"SSD";512;0;" UHD Graphics 620";"Intel";"window";1.6;68145
220;"Dell";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";8;"SSD";256;0;" Radeon 520";"AMD";"linux";2.2;36089
221;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;0;1.6;"Intel";"Core i5";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.7;47899
222;"Toshiba";"Ultrabook";13.0;1920;1080;0;2.5;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.2;72621
223;"HP";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";8;"HDD";1024;0;" UHD Graphics 620";"Intel";"window";2.1;42304
224;"Dell";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1060";"Nvidia";"window";4.4;130874
225;"Acer";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" GeForce 940MX";"Nvidia";"window";2.2;44329
226;"Dell";"Notebook";16.0;1920;1080;1;2.7;"Intel";"Core i7";16;"HDD";1024;0;" Radeon R7 M445";"AMD";"window";2.3;45768
227;"Asus";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce 920MX ";"Nvidia";"window";2.0;40972
228;"Asus";"Notebook";17.0;1920;1080;0;2.5;"Intel";"Core i5";8;"Hybrid";256;500;" GeForce GTX 950M";"Nvidia";"window";2.7;47472
229;"HP";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"HDD";1024;0;" FirePro W4190M ";"AMD";"window";1.9;67612
230;"Asus";"Notebook";16.0;1366;768;0;2.4;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.4;21258
231;"HP";"Notebook";16.0;1366;768;0;1.5;"AMD";"E-Series 9000e";4;"HDD";500;0;" Radeon R2";"AMD";"window";2.1;17582
232;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1060";"Nvidia";"window";3.2;79867
233;"Dell";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.6;45768
234;"Acer";"2 in 1 Convertible";13.0;1920;1080;1;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.6;36710
235;"Dell";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";16;"SSD";256;0;" Radeon R7 M445";"AMD";"linux";2.4;47899
236;"Acer";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 520";"Intel";"linux";2.1;20779
237;"Asus";"Notebook";16.0;1920;1080;0;2.5;"AMD";"A10-Series A10-9620P";4;"Hybrid";128;1024;" Radeon R5 M430";"AMD";"window";2.2;30636
238;"Asus";"Gaming";17.0;1920;1080;0;2.9;"Intel";"Core i7";32;"Hybrid";512;1024;" GeForce GTX 1080";"Nvidia";"window";4.7;207259
239;"Acer";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce GTX 1050";"Nvidia";"window";2.5;45075
240;"Lenovo";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";8;"SSD";128;0;" HD Graphics 520";"Intel";"window";7.2;31382
241;"Asus";"Notebook";17.0;1920;1080;0;1.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce 150MX";"Nvidia";"window";2.1;61006
242;"Asus";"Notebook";17.0;1920;1080;0;2.7;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 950M";"Nvidia";"N/A";2.7;47366
243;"Dell";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce GTX 1050";"Nvidia";"window";2.6;46833
244;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;57489
245;"Dell";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"Hybrid";128;2048;" Radeon 530";"AMD";"window";2.2;52481
246;"HP";"Notebook";16.0;1366;768;1;2.5;"Intel";"Core i5";8;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.0;29784
247;"Asus";"Gaming";17.0;1920;1080;0;2.9;"Intel";"Core i7";16;"SSD";256;0;" GeForce GTX 1080";"Nvidia";"window";3.6;159787
248;"HP";"Notebook";13.0;1920;1080;0;1.6;"Intel";"Core i5";4;"HDD";500;0;" UHD Graphics 620";"Intel";"window";1.5;35964
249;"Apple";"Ultrabook";13.0;2560;1600;0;3.1;"Intel";"Core i5";8;"SSD";512;0;" Iris Plus Graphics 650";"Intel";"mac";1.4;108691
250;"Dell";"2 in 1 Convertible";16.0;1920;1080;1;1.8;"Intel";"Core i7";8;"HDD";1024;0;" UHD Graphics 620";"Intel";"window";2.1;43636
251;"Asus";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 980M";"Nvidia";"window";4.3;95851
252;"Asus";"Notebook";16.0;1366;768;0;3.0;"AMD";"A9-Series 9420";4;"HDD";1024;0;" Radeon R5 M420";"AMD";"window";1.7;24988
253;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;1.8;"Intel";"Core i7";8;"SSD";512;0;" UHD Graphics 620";"Intel";"window";1.4;98515
254;"Acer";"Notebook";17.0;1920;1080;0;2.7;"Intel";"Core i3";4;"SSD";256;0;" GeForce MX130";"Nvidia";"window";3.0;37403
255;"Dell";"Ultrabook";13.0;1920;1080;0;1.6;"Intel";"Core i5";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.4;50563
256;"HP";"Notebook";16.0;1366;768;0;2.5;"AMD";"A6-Series A6-9220";8;"SSD";128;0;" Radeon R4 Graphics";"AMD";"window";1.9;23758
257;"HP";"Notebook";17.0;1920;1080;0;1.8;"Intel";"Core i7";16;"HDD";1024;0;" GeForce MX150";"Nvidia";"window";2.9;56424
258;"MSI";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";512;1024;" GeForce GTX 1070";"Nvidia";"window";4.1;133147
259;"Lenovo";"2 in 1 Convertible";16.0;1920;1080;1;2.8;"Intel";"Core i7";8;"SSD";512;0;" GeForce GTX 1050M";"Nvidia";"window";2.0;90523
260;"Dell";"Notebook";17.0;1920;1080;0;1.8;"Intel";"Core i7";8;"Hybrid";128;1024;" Radeon 530";"AMD";"window";2.8;60846
261;"Lenovo";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"SSD";256;0;" HD Graphics 520";"Intel";"N/A";2.2;23656
262;"HP";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.1;38468
263;"Dell";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";4;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.2;35005
264;"Dell";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" Radeon R5 M430";"AMD";"window";2.2;30103
265;"Dell";"2 in 1 Convertible";16.0;1920;1080;1;1.6;"Intel";"Core i5";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";2.7;42571
266;"Asus";"2 in 1 Convertible";13.0;1920;1080;1;1.8;"Intel";"Core i7";8;"SSD";512;512;" UHD Graphics 620";"Intel";"window";4.1;79867
268;"HP";"Notebook";17.0;1920;1080;0;1.8;"Intel";"Core i7";8;"HDD";1024;0;" GeForce 930MX ";"Nvidia";"window";2.5;54239
269;"Lenovo";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";2.1;46886
270;"Apple";"Ultrabook";13.0;2560;1600;0;2.9;"Intel";"Core i5";8;"SSD";512;0;" Iris Graphics 550";"Intel";"mac";1.4;104370
271;"Asus";"Gaming";17.0;1920;1080;0;3.0;"AMD";"Ryzen 1700";16;"Hybrid";256;1024;" Radeon RX 580";"AMD";"window";3.2;82531
272;"Dell";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";256;0;" Radeon 520";"AMD";"linux";2.1;39165
273;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;2.6;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 520";"Intel";"window";1.4;133147
274;"Toshiba";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i7";8;"HDD";500;0;" GeForce 930M";"Nvidia";"window";2.2;43263
275;"Dell";"Notebook";16.0;1366;768;0;2.7;"Intel";"Core i7";12;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.3;37992
276;"Dell";"Notebook";17.0;1920;1080;0;1.8;"Intel";"Core i7";8;"Hybrid";128;1024;" Radeon 530";"AMD";"linux";2.8;58555
277;"Acer";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"HDD";1024;0;" GeForce MX130";"Nvidia";"window";2.2;39694
278;"Lenovo";"Notebook";17.0;1600;900;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 520";"Intel";"window";2.8;26054
279;"Lenovo";"Notebook";17.0;1920;1080;0;1.8;"Intel";"Core i7";8;"HDD";2048;0;" GeForce MX150";"Nvidia";"N/A";2.8;45235
280;"Lenovo";"Notebook";17.0;1600;900;0;2.7;"Intel";"Core i7";6;"Hybrid";128;1024;" GeForce 940MX";"Nvidia";"window";2.8;45768
281;"Dell";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" Radeon R5 M430";"AMD";"linux";2.3;22804
282;"Lenovo";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce GTX 1050";"Nvidia";"window";2.5;44169
283;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";6;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.2;30849
284;"Acer";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";256;0;" GeForce MX150";"Nvidia";"window";3.0;50669
285;"Acer";"Notebook";16.0;1920;1080;1;2.7;"Intel";"Core i7";12;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.2;35112
286;"Lenovo";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 630";"Intel";"window";2.0;58448
287;"Asus";"Ultrabook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce 940MX";"Nvidia";"window";1.7;52055
288;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";2.5;62817
289;"Lenovo";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"HDD";1024;0;" GeForce 940MX";"Nvidia";"N/A";2.2;35112
290;"Acer";"Notebook";16.0;1366;768;0;1.5;"Intel";"Celeron Dual";2;"SSD";16;0;" HD Graphics";"Intel";"other";2.2;10603
291;"Asus";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";8;"HDD";1024;0;" GeForce GTX 1050";"Nvidia";"window";3.0;63243
292;"HP";"Notebook";17.0;1600;900;0;2.0;"Intel";"Core i3";8;"HDD";1024;0;" HD Graphics 520";"Intel";"window";2.5;26054
293;"Dell";"Notebook";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" GeForce GTX 1050";"Nvidia";"window";2.0;97449
294;"Lenovo";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";2.1;39374
295;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"HDD";1024;0;" GeForce GTX 1060";"Nvidia";"window";3.2;69211
296;"Acer";"Notebook";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" GeForce GTX 1050 Ti";"Nvidia";"linux";2.5;52161
297;"Dell";"Workstation";17.0;1920;1080;0;2.9;"Intel";"Core i7";16;"SSD";256;0;" Quadro M1200";"Nvidia";"window";3.4;153705
298;"Lenovo";"Notebook";16.0;1920;1080;0;2.4;"AMD";"A10-Series 9600P";6;"HDD";1024;0;" Radeon R5 430";"AMD";"window";2.4;26587
299;"Asus";"Ultrabook";16.0;1920;1080;0;2.7;"Intel";"Core i7";16;"SSD";512;0;" GeForce 940MX";"Nvidia";"window";1.6;78215
300;"Asus";"Notebook";14.0;1366;768;0;2.4;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 620";"Intel";"window";1.3;27120
301;"Asus";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";2.9;113060
302;"Lenovo";"Notebook";17.0;1600;900;0;2.5;"Intel";"Core i5";6;"HDD";1024;0;" GeForce GTX 940M";"Nvidia";"window";5.8;34579
303;"Lenovo";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";8;"HDD";2048;0;" GeForce 940MX";"Nvidia";"N/A";2.2;29251
304;"Asus";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";2.5;67399
305;"Lenovo";"Notebook";16.0;1366;768;0;1.1;"Intel";"Pentium Quad";4;"HDD";1024;0;" HD Graphics 505";"Intel";"N/A";2.2;19180
306;"HP";"2 in 1 Convertible";13.0;1920;1080;1;2.8;"Intel";"Core i7";16;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;105228
307;"Toshiba";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i7";8;"SSD";256;0;" GeForce 930M";"Nvidia";"window";2.2;55571
308;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"Hybrid";128;1024;" GeForce 940MX";"Nvidia";"window";2.3;43636
309;"HP";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 520";"Intel";"window";1.9;24988
310;"Lenovo";"Notebook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.1;53227
311;"Dell";"Ultrabook";13.0;3840;2160;1;1.8;"Intel";"Core i7";16;"SSD";1024;0;" UHD Graphics 620";"Intel";"window";1.2;133147
312;"MSI";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";2.8;111835
313;"Acer";"Notebook";16.0;1920;1080;0;2.2;"AMD";"A8-Series 7410";8;"SSD";256;0;" Radeon R5";"AMD";"window";2.2;24988
314;"Asus";"2 in 1 Convertible";12.0;1366;768;1;1.1;"Intel";"Celeron Dual";2;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.1;14652
315;"Dell";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";8;"Hybrid";128;1024;" Radeon 530";"AMD";"window";2.3;44968
316;"HP";"2 in 1 Convertible";13.0;3840;2160;1;1.8;"Intel";"Core i7";16;"SSD";1024;0;" UHD Graphics 620";"Intel";"window";1.3;130483
317;"Lenovo";"Notebook";13.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"Flash Storage";16;0;" HD Graphics 510";"Intel";"other";1.5;24503
318;"HP";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.0;52214
319;"Acer";"Notebook";12.0;1366;768;0;1.6;"Intel";"Pentium Quad";4;"Flash Storage";128;0;" HD Graphics 405";"Intel";"window";1.4;25841
320;"HP";"Notebook";14.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.5;68838
321;"Lenovo";"Notebook";17.0;1600;900;0;2.5;"Intel";"Core i5";4;"HDD";1024;0;" GeForce 920MX";"Nvidia";"window";2.8;31382
322;"Asus";"Notebook";14.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.0;58288
323;"HP";"Notebook";16.0;1366;768;0;1.8;"Intel";"Core i7";8;"HDD";1024;0;" UHD Graphics 620";"Intel";"window";2.1;48059
324;"Acer";"Notebook";16.0;1366;768;0;2.7;"AMD";"A12-Series 9720P";8;"SSD";256;0;" Radeon RX 540";"AMD";"window";2.2;35112
325;"Lenovo";"Notebook";14.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.4;15558
326;"Acer";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";6;"HDD";1024;0;" HD Graphics 620";"Intel";"window";8.2;29251
327;"Asus";"Ultrabook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" GeForce 940MX";"Nvidia";"window";1.7;55939
328;"HP";"Ultrabook";13.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;71129
329;"Dell";"Notebook";16.0;3840;2160;1;2.8;"Intel";"Core i7";32;"SSD";1024;0;" GeForce GTX 1050";"Nvidia";"window";2.1;140606
330;"MSI";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";256;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";2.7;63883
331;"Toshiba";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.0;50243
332;"Asus";"Notebook";14.0;1920;1080;0;2.7;"Intel";"Core i7";8;"Hybrid";256;1024;" HD Graphics 620";"Intel";"window";2.0;71076
333;"Lenovo";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 520";"Intel";"window";1.9;23923
334;"Asus";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" GeForce GTX 1050";"Nvidia";"window";2.5;53227
335;"HP";"Notebook";14.0;1920;1080;0;2.6;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.5;67559
337;"HP";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.8;60952
338;"Asus";"Notebook";16.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"HDD";1024;0;" HD Graphics 500";"Intel";"linux";2.0;14651
339;"Dell";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";8;"SSD";256;0;" GeForce 940MX";"Nvidia";"window";2.0;60886
340;"Dell";"Notebook";16.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"HDD";500;0;" HD Graphics";"Intel";"linux";2.2;14647
341;"Lenovo";"Notebook";16.0;1920;1080;0;3.6;"AMD";"A12-Series 9720P";12;"HDD";2048;0;" Radeon 530";"AMD";"window";2.2;47899
342;"HP";"Notebook";16.0;1920;1080;0;2.4;"Intel";"Core i3";8;"HDD";1024;0;" GeForce 930MX ";"Nvidia";"window";2.1;38148
343;"Lenovo";"2 in 1 Convertible";14.0;3840;2160;1;1.8;"Intel";"Core i7";16;"SSD";512;0;" UHD Graphics 620";"Intel";"window";1.4;111835
344;"Dell";"Ultrabook";13.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.2;84129
345;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;2048;" GeForce GTX 1050 Ti";"Nvidia";"window";2.4;60153
346;"HP";"Notebook";14.0;1366;768;0;1.6;"Intel";"Celeron Dual";2;"Flash Storage";32;0;" HD Graphics 400";"Intel";"window";1.4;14865
347;"Dell";"Ultrabook";16.0;1920;1080;0;1.9;"Intel";"Core i7";16;"SSD";512;256;" UHD Graphics 620";"Intel";"window";1.9;85672
348;"Asus";"2 in 1 Convertible";12.0;1366;768;1;1.1;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.5;19980
349;"Dell";"Ultrabook";16.0;1920;1080;0;1.6;"Intel";"Core i5";8;"HDD";1024;0;" Radeon 530";"AMD";"window";0.0;35325
351;"HP";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.8;69477
352;"MSI";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1060";"Nvidia";"window";2.7;75072
353;"HP";"Workstation";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" Quadro M1200";"Nvidia";"window";2.6;92615
354;"Toshiba";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i7";16;"SSD";512;0;" GeForce 930M";"Nvidia";"window";2.4;74752
355;"Dell";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"Hybrid";128;2048;" Radeon 530";"AMD";"window";2.0;51730
356;"Lenovo";"Notebook";16.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"HDD";1024;0;" HD Graphics 500";"Intel";"N/A";2.2;17156
